TIPO_AGENTE,NOMBRE_COMERCIAL,RAZON_SOCIAL,ESTADO_AGENTE,DEPARTAMENTO,MUNICIPIO,CODIGO_MUNICIPIO_DANE,LATITUD,LONGITUD
TALLER DE CONVERSION,TMG BOGOTA,DORA PATRICIA ROJAS CAMACHO,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,VANTI SA ESP,VANTI SA ESP,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,IGT MOTORS S.A.S.,IGT MOTORS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO COMBUSCOL CHAPINERO,COMBUSTIBLES DE COLOMBIA S.A.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ORGANISMO CERTIFICADOR,LABORATORIO DE CALIBRACIÓN Y SOPORTE METROLOGÍCO,LABORATORIO DE CALIBRACIÓN Y SOPORTE METROLOGÍCO,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,LUBRICANTES Y COMBUSTIBLES DEL ORIENTE LTDA,AMERICANA DE COMBUSTIBLES S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE VEHICULOS,TURGAS,TURGAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,ULTRAGAS VEHICULAR CARRERA S.A.S,ULTRAGAS VEHICULAR S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,GAS NATURAL INDUSTRIAL DE COLOMBIA SAS ESP,GAS NATURAL INDUSTRIAL DE COLOMBIA SAS ESP,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,SERVICIOS ESPECIALIZADOS DE TRANSPORTE SEDETRANS,SERVICIOS ESPECIALIZADOS DE TRANSPORTE SEDETRANS SA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN LA EUROPA,GRUPO LOMA S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ORGANISMO CERTIFICADOR,GOOD INSPECTION S.A.S.,GOOD INSPECTION SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS SAN JOSE - YAVEGAS,YAVEGAS SA ESP,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,ZAVOLI AV BOYACA,ZAVOLI COLOMBIA SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,COMBUSTIBLES VENECIA S.A.S. NO. 1,COMBUSTIBLES VENECIA S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS PATIO SITP CALLE 191,VANTI SA ESP,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS ESSO AVENIDA 68,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL PALOQUEMAO,LZL ASOCIADOS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,CDGAS VEHICULAR,EDITH ESTHER PABON MIRANDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,CDGAS VEHICULAR,EDITH ESTHER PABON MIRANDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,ULTRAGAS LAS AMERICAS SAS,ULTRAGAS VEHICULAR S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,UNIFUND SAS ESP,UNIFUND SAS ESP,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,SERVIGAS GNV LTDA,SERVIGAS GNV LTDA,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO SANTANDER 19,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL LAS  PALMAS - GNV,COLOMBIA COLORS SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,S.A.S,AUTO STOK S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,ALTEK INGENIERIA SAS CALLE 183,ALTEK INGENIERIA SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS ESSO PTE ARANDA,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,GLOBALTGY AMERICAS GNV,GLOBALTGY COLOMBIA SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO CAMPOALEGRE,M Z AUTOSERVICIOS S.A.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE VEHICULOS,COM AUTOMOTRIZ SA,COM AUTOMOTRIZ SA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,GASES AUDITORIA,GASES AUDITORIA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS PATIO SITP UVAL,VANTI SA ESP,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,DUAL1,GAS NATURAL ANDINO S A,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,MEJIA MOTOR,MEJIA RIOS HECTOR,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,HIDROGAS,HIDROGAS VEHICULAR LTDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,SERVIGAS QUIROGA GNV LTDA,SERVIGAS QUIROGA GNV LTDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,PLEXA,PLEXA S.A.S. ESP,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS ESTANCIA,COMBUSTIBLES UNIGAS S.A.S,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,GASEXPRESS SANTA LUCIA SUR,GASEXPRESS VEHICULAR S.A.S. EN ACUERDO DE REORGANIZACION,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS ESSO MUZU,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS PATIO SITP PROSPERIDAD,VANTI SA ESP,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,GAS CENTER GNV SAS,GAS CENTER GNV SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,HEGO GNV S.A.S.,HEGO GNV S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,MUNDIAL DE GAS,VARGAS AYALA CRISTIAN ALEXANDER,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS CENTENARIO,ALFA COMPRESION S A,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,CENTRO DE INSTALACIÓN DE COMBUSTIBLES ECOLÓGICOS SAS,CENTRO DE INSTALACIÓN DE COMBUSTIBLES ECOLOGICOS SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,COESCO DE COLOMBIA,COESCO COLOMBIA SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS LOS FUNDADORES,STANDARD ENERGY COMPANY S.A.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,BRACHOAUTOS S.A.S.,BRACHOAUTOS S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,ZAVOLI COLOMBIA SAS,ZAVOLI COLOMBIA SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS TERPEL CENTRO BOGOTA GNV,VELASCONGAS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,COLOMBIA GAS VEHICULAR,COLOMBIA GAS VEHICULAR S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE EQUIPOS,PEDREROS OROZCO Y CIA S EN C SUPER SERVICIOS MAGDALA,PEDREROS OROZCO Y CIA S EN C SUPER SERVICIOS MAGDALA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS GNV SANTA LUCIA BTA,PRISA ENERGY PLUSS   S A S,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS TERCER MILENIO,GAS VEHICULAR COMPRIMIDO DE COLOMBIA S.A.S. LA CUÁL TAMBIÉN SE PODRÁ DENOMINAR GVC TORO GAS S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,GAZON GAS VEHICULAR,GAZON GAS VEHICULAR S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,COLOMBIA GAS VEHICULAR SAS SEDE SUR,COLOMBIA GAS VEHICULAR S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,MEGAGAS SAS,MEGAGAS S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN LOS LAGARTOS S.A.S,ESTACION LOS LAGARTOS S.A.S,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,TEXACO AV 68,GRUPO EDS AUTOGAS S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,SERVIAUTOS GNV,SAB INVERSIONES SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,LOVATO AUTOGAS 2,LOVATOAUTOGAS CONVERSIONES LTDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO MILENIUMGAS CALLE 13,MOVILGAS LTDA.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE VEHICULOS,ARINTIA GROUP S.A.S.,ARINTIA GROUP S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,GAS NATURAL SERVICIOS S.A.S.,GAS NATURAL SERVICIOS S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ORGANISMO CERTIFICADOR,MEDINA S.A,MEDINA S.A,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUINARIA SAS,COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUINARIA SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,JMG INVERSIONES Y NEGOCIOS SAS,JMG INVERSIONES Y NEGOCIOS SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,COMERCIALIZADORA JEGAS SAS,COMERCIALIZADORA JEGAS SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL GNV CIUDAD DE CALI,MASSER S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,LUBRICANTES Y COMBUSTIBLES DEL ORIENTE LTDA,AMERICANA DE COMBUSTIBLES S.A.S,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,GASONET,ME NO CASH,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,GAS SOLUTION GNV SAS,GAS SOLUTION GNV S.A.S,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE GAS PASTRANITA,PROCOLGAS GNV S.A.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE GAS PASTRANITA,PROCOLGAS GNV S.A.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS BRIO ALTAMAR,GNE SOLUCIONES SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO PUENTE AÉREO,STANDARD ENERGY COMPANY S.A.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,TECNI CENTRO GNV & GLP S.A.S,TECNICENTRO GNV Y GLP SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,AUTOGALIAS S.A.S,AUTOGALIAS S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,GNVC SEVETER PORTAL AMERICAS,SERVICIOS PARA VEHICULOS DE TRANSPORTE S.A SEVETER S.A,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,SANTA MARTA ESTACION DE SERVICIO SAS,SANTA MARTA ESTACION DE SERVICIO SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,GAS INYECCION LTDA,GAS INYECCION LTDA,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,VEHIGAS SERVICE .S.A.S.,VEHIGAS SERVICE  S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS SANTA ANA DE BRITALIA,EDS SANTA ANA DE BRITALIA SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,CONSECIONARIO,SANAUTOS S.A.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,MARCALI S.A,MARCALI S.A,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
LABORATORIO DE PRUEBAS HIDROSTATICAS,HIDROTEST.,HIDROTEST ENGINEERING & SUPPLIES S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,MEJIA MOTOR,MEJIA MOTOR,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE EQUIPOS,OXIGENOS DE COLOMBIA LTDA,OXIGENOS DE COLOMBIA LTDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS TERPEL AV BOYACA  SUR,INMOSABANA SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE VEHICULOS,ARINTIA GROUP SAS,ARINTIA GROUP S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL COLON - GNV,DISCOMBER S A S,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE EQUIPOS,ORGANIZACION TERPEL S.A,ORGANIZACION TERPEL S.A,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,LUBRICANTES Y COMBUSTIBLES DEL ORIENTE LTDA,AMERICANA DE COMBUSTIBLES S.A.S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,CENTRO GAS CIUDAD JARDIN,ANGÉLICA MARÍA HURTADO PIRACHICAN,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS ORION,COMBUSTIBLES H & R LTDA.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
LABORATORIO DE PRUEBAS HIDROSTATICAS,IMA INGENIERIA LTDA,IMA INGENIERIA LTDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO COMBUSCOL EL DORADO,COMBUSTIBLES DE COLOMBIA S.A.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,TURGAS S.A E.S.P.,TURGAS S.A E.S.P.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL PASADENA,INVERSIONES JUDI S A S,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL LA 49 - NORMANDIA - GNV,JEMA GAS OIL,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,SERVICENTRO PRIMAX AVDA TERCERA,MARTINEZ MORA ULISES EUGENIO,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS ESSO INDUSTRIAL BOYACA,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TEXACO CIUDAD BOLIVAR,A L V SERVICIOS Y SUMINISTROS LIMITADA,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,ECO GAS SOLUTIONS SAS,ECO GAS SOLUTIONS SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS ESSO KENNEDY,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ORGANISMO CERTIFICADOR,DEWAR SAS,DEWAR SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,EDS PATIO TM TEMPORAL 80,VANTI SA ESP,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,VEHICULO A GAS S A S,VEHICULO A GAS SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE EQUIPOS,ORGANIZACION TERPEL S.A,ORGANIZACION TERPEL S.A,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,COMBUSTIBLES VENECIA S.A.S,COMBUSTIBLES VENECIA S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,BICOMBUSTIBLE SAS,BICOMBUSTIBLE SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,GLOBALTGY COLOMBIA S.A.S.,GLOBALTGY COLOMBIA S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,BRIOGAS SA,BRIOGAS S.A,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
IMPORTADOR DE VEHICULOS,TURGAS S.A. E.S.P.,TURGAS S.A E.S.P.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,MOBIL LLANTA BAJA,ESTACIÓN DE SERVICIO MOBIL LLANTA BAJA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,GARNIGAS VEHICULAR GNG,SHIRLEY VARON GOMEZ,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO NQS 103,INVERSIONES JR A & A LTDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
COMERCIALIZADOR DE EQUIPOS,COMERCIALIZADORA G&M S.A.S.,COMERCIALIZADORA G&M S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO COMBUSCOL HEROES,COMBUSTIBLES DE COLOMBIA S.A.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,BONUS BANCA DE INVERSIÓN,BONUS BANCA DE INVERSIÓN,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO SANTA MARTHA,SANTA MARTA ESTACION DE SERVICIO SAS,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO CALLE 50,QUIJANO CARRILLO JAIRO AUGUSTO,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,SERVIGAS QUIROGA GNV,SERVIGAS QUIROGA GNV LTDA,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
DISTRIBUIDOR COMERCIALIZADOR DE GAS,SERVICIOS Y COMBUSTIBLES LTDA SERVYCOM,SERVICIOS Y COMBUSTIBLES LIMITADA SERVYCOM,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO LA JUANA,INVERSIONES LIGOL SAS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ORGANISMO CERTIFICADOR,COTECNA CERTIFICADORA SERVICES LTDA,COTECNA CERTIFICADORA SERVICES LTDA,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,GNV EXPRESS EDS EL TREBOL,GNV EXPRESS S.A.S.,ACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
TALLER DE CONVERSION,COLOMBIAGAS VEHICULAR,COLOMBIA GAS VEHICULAR S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
