TIPO_AGENTE,NOMBRE_COMERCIAL,RAZON_SOCIAL,ESTADO_AGENTE,DEPARTAMENTO,MUNICIPIO,CODIGO_MUNICIPIO_DANE,LATITUD,LONGITUD
ESTACION DE SERVICIO DE GNCV,ESTACION AUTOMOTRÍZ INDIA CATALINA,ESTACION INDIA CATALINA & CIA LTDA,INACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO A GAS VEHICULAR E.D.S. LA 40,GRUPO G5 S.A,INACTIVO,CUNDINAMARCA,GIRARDOT,25307,4.3130688667,-74.7982025146
ESTACION DE SERVICIO DE GNCV,EDS LA GALAN,MASSER S.A.S.,ACTIVO,QUINDIO,ARMENIA,63001,4.5359802246,-75.6807861328
COMERCIALIZADOR DE EQUIPOS,COLGASER/ COLOMBIANA DE GASES Y SERVICIOS S.A.S,COLGASER/ COLOMBIANA DE GASES Y SERVICIOS S.A.S,ACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
ESTACION DE SERVICIO DE GNCV,EDS ESSO BOLIVARIANA,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,MULTISERVICIOS PANAMERICANA,MULTISERVICIOS PANAMERICANA S.A.,ACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS LA UNION,GENTILE SERVICES SAS,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,EDS METROPARQUE GNV,MASSER S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,SUPER STATION 84 OTEDS S.A.,OPERADORES TÉCNICOS DE ESTACIÓNES DE SERVICIO S.A.S. SIGLA OTEDS S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM LA MILAGROSA,DISTRACOM S.A.,ACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
DISTRIBUIDOR COMERCIALIZADOR DE GAS,COEXITO SAS,COEXITO S.A.S.,INACTIVO,VALLE DEL CAUCA,YUMBO,76892,3.5400969982,-76.4998931885
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO AUTOMOTRIZ ATLANTICO,QUINTERO CARRASCAL YASSER,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO LA LIBERTAD COTA,MURCIA CONSTRUCCIONES SAS,INACTIVO,CUNDINAMARCA,COTA,25214,4.8125638962,-74.1025695801
DISTRIBUIDOR COMERCIALIZADOR DE GAS,BRAYAN,ORDEN DE PEDIDO,INACTIVO,NARIÑO,SANTACRUZ,52699,1.222589016,-77.6770324707
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS SAGRADO CORAZÓN,GASES Y COMBUSTIBLES DEL CARIBE LTDA,INACTIVO,BOLIVAR,EL CARMEN DE BOLIVAR,13244,9.7186527252,-75.1211776733
TALLER DE CONVERSION,AUTOGAS BUGA,AUTOGAS BUGA SAS,INACTIVO,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,3.9007360935,-76.2989807129
ESTACION DE SERVICIO DE GNCV,EDS COGUA,STANDARD ENERGY COMPANY S.A.,INACTIVO,CUNDINAMARCA,COGUA,25200,5.0618419647,-73.9785003662
ESTACION DE SERVICIO DE GNCV,EDS SAN JOSÉ - YAVEGAS,YAVEGAS SA ESP,INACTIVO,VALLE DEL CAUCA,YUMBO,76892,3.5400969982,-76.4998931885
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL LA RAYA,LOGISTICA & OPERACIONES DE COMBUSTIBLES S.A.S.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,E.D.S. MANUELA BELTRAN,BOINM - INVERSIONES S.A.S.,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
ESTACION DE SERVICIO DE GNCV,ESTACIÓN LA CARPA JEZ,HENAO VALENCIA CESAR HERNANDO,ACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
ESTACION DE SERVICIO DE GNCV,SUPERSTATION MIRAMAR,INVERSIONES COMBGAS SAS,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,EDS EGAS SIBATÉ,ENERGIA DE GAS S.A.S,INACTIVO,CUNDINAMARCA,SIBATE,25740,4.4926252365,-74.2578735352
TALLER DE CONVERSION,MOVIGAS PREMIUM S.A.S,MOVIGAS PREMIUM,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,EDS PLANEY REAL,EDS REAL DE MINAS S.A.,ACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO OPES ACOPI,"OPERADORES DE ESTACIONES DE SERVICIO LTDA ""OPES LTDA""",INACTIVO,VALLE DEL CAUCA,YUMBO,76892,3.5400969982,-76.4998931885
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO OPES ACOPI,"OPERADORES DE ESTACIONES DE SERVICIO LTDA ""OPES LTDA""",INACTIVO,VALLE DEL CAUCA,YUMBO,76892,3.5400969982,-76.4998931885
ESTACION DE SERVICIO DE GNCV,CENTRAL DE ABASTOS DE BUCARAMANGA S A,CENTRAL DE ABASTOS DE BUCARAMANGA S A,ACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ESTACION DE SERVICIO DE GNCV,COMPAÑÍA COLOMBIANA DE HIDROCARBUROS S.A SANTRA,COMPAÑÍA COLOMBIANA DE HIDROCARBUROS S.A.S.,INACTIVO,ANTIOQUIA,SABANETA,05631,6.1499028206,-75.6154785156
ESTACION DE SERVICIO DE GNCV,REENCAFE,REENCAFE S.A.S,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,EDS ESSO AVENIDA ORIENTAL,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,EDS RIO SINU GNV,MASSER S.A.S.,INACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
TALLER DE CONVERSION,TALLER DE COVERSION CENTRO GAS CAUCASIA,FEDERICO ANTONIO OSORIO MARTINEZ,ACTIVO,ANTIOQUIA,CAUCASIA,05154,7.9772782326,-75.1979980469
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM EL FARO,DISTRACOM S.A.,ACTIVO,TOLIMA,LERIDA,73408,4.8620457649,-74.9107131958
ESTACION DE SERVICIO DE GNCV,EDS LA FRONTERA FLORESTA,SARMIENTO GARCIA JOSE RAUL,ACTIVO,CESAR,PAILITAS,20517,8.9593992233,-73.6258239746
